entity,thing,typee
Tommy Douglas Biography, Irma Dempsey,Spouse/Ex-
Tommy Douglas Biography, Thomas Douglas,father
Tommy Douglas Biography, Annie,mother
Tommy Douglas Biography, Shirley Douglas,children
Hannibal Hamlin Biography," Ellen Hamlin, Sarah Jane Emery",Spouse/Ex-
Hannibal Hamlin Biography, Charles Hamlin,children
Charles Sumner Biography, Alice Mason Hooper,Spouse/Ex-
Ahmad Shah Massoud Biography, Sediqa Massoud,Spouse/Ex-
Ahmad Shah Massoud Biography, Dost Mohammad Khan,father
Ahmad Shah Massoud Biography," Ahmad Wali Massoud, Ahmad Zia Massoud",siblings
Ahmad Shah Massoud Biography," Ahmad Massoud, Ayesha Massoud, Fatima Massoud, Mariam Massoud, Nasrine Massoud, Zohra Massoud",children
I. K. Gujral Biography, Sheila Gujra,Spouse/Ex-
I. K. Gujral Biography, Avtar Narain,father
I. K. Gujral Biography, Pushpa Gujral,mother
I. K. Gujral Biography, Naresh Gujral and Vishal Gujral,children
Goodluck Jonathan Biography, Patience Jonathan,Spouse/Ex-
Goodluck Jonathan Biography, Lawrence Ebele Jonathan,father
Goodluck Jonathan Biography, Eunice,mother
Goodluck Jonathan Biography," Ariwera Jonathan, Aruabi Jonathan",children
Alan K. Simpson Biography, Ann Schroll,Spouse/Ex-
Alan K. Simpson Biography, Milward L. Simpson,father
Alan K. Simpson Biography, Lorna Kooi,mother
Alan K. Simpson Biography, Peter K. Simpson,siblings
Alan K. Simpson Biography," Colin M. Simpson, Susan Simpson, William Simpson",children
Ashraf Ghani Biography, Rula Ghani,Spouse/Ex-
Ashraf Ghani Biography, Shah Pesand,father
Ashraf Ghani Biography, Kawkaba Lodin,mother
Ashraf Ghani Biography, Hashmat Ghani Ahmadzai,siblings
Ashraf Ghani Biography," Mariam Ghani, Tarek Ghani",children
Alexander Kerensky Biography," Lydia Ellen (Nelle) Tritton, Olga Lvovna Baranovskaya",Spouse/Ex-
Alexander Kerensky Biography, Fyodor Mikhailovich Kerensky,father
Alexander Kerensky Biography, Nadezhda Kalmykova,mother
Alexander Kerensky Biography," Gleb, Oleg Kerensky",children
Hamid Karzai Biography, Zeenat Karzai,Spouse/Ex-
Hamid Karzai Biography, Abdul Ahad Karzai,father
Hamid Karzai Biography," Ahmed Wali Karzai, Fauzia Karzai, Mahmud Karzai, Quayum Karzai",siblings
Hamid Karzai Biography," Howsi Karzai, Malalai Karzai, Mirwais Karzai",children
Marion Barry Biography," Blantie Evans (m. 1962–1964), Cora Masters (m. 1994–2003), Effi Slaughter (m. 1978–1993), Mary M. Treadwell (m. 1972–1977)",Spouse/Ex-
Marion Barry Biography, Marion Barry,father
Marion Barry Biography, Mattie Cummings,mother
Marion Barry Biography," Lalanya Masters Abner (stepdaughter), Marion Christopher Barry, Tamara Masters Wilds (stepdaughter)",children
Ramsay MacDonald Biography, Margaret MacDonald,Spouse/Ex-
Ramsay MacDonald Biography, Malcolm MacDonald,children
Sirimavo Bandaranaike Biography, S. W. R. D. Bandaranaike,Spouse/Ex-
Sirimavo Bandaranaike Biography, Barnes Ratwatte,father
Sirimavo Bandaranaike Biography, Rosalind Mahawelatenne Kumarihamy,mother
Sirimavo Bandaranaike Biography," Anura Bandaranaike, Chandrika Kumaratunga, Sunethra Bandaranaike",children
John Nance Garner Biography, Mariette Rheiner Garner,Spouse/Ex-
Harold Holt Biography, Zara Bate,Spouse/Ex-
Harold Holt Biography," Andrew Holt, Nicholas Holt, Sam Holt",children
Gopal Krishna Gokhale Biography, Savitribai,Spouse/Ex-
Madan Mohan Malaviya Biography, Kumari Devi,Spouse/Ex-
Madan Mohan Malaviya Biography, Pandit Brij Nath,father
Madan Mohan Malaviya Biography, Moona Devi,mother
Madan Mohan Malaviya Biography," Govind Malaviya, Ramakant Malaviya",children
Uhuru Kenyatta Biography, Margaret Wanjiru Gakuo,Spouse/Ex-
Uhuru Kenyatta Biography, Jomo Kenyatta,father
Uhuru Kenyatta Biography, Ngina Kenyatta,mother
Uhuru Kenyatta Biography," Jaba Kenyatta, Jomo Kenyatta, Ngina Kenyatta",children
Moshe Dayan Biography, Ruth Dayan,Spouse/Ex-
Moshe Dayan Biography, Shmuel,father
Moshe Dayan Biography, Devorah,mother
Moshe Dayan Biography," Assi Dayan, Ehud Dayan, Yael Dayan",children
Ramon Magsaysay Biography, Luz Magsaysay,Spouse/Ex-
Ramon Magsaysay Biography, Exequiel Magsaysay,father
Ramon Magsaysay Biography, Perfecta del Fierro y Quimson,mother
Ramon Magsaysay Biography," Jr., Milagros, Ramon Magsaysay, Teresita Banzon-Magsaysay",children
Emmerson Mnangagwa Biography, Auxillia C. Mnangagwa,Spouse/Ex-
Emmerson Mnangagwa Biography," Emmerson Jr., Farai",children
Nursultan Nazarbayev Biography, Sara Nazarbayeva,Spouse/Ex-
Nursultan Nazarbayev Biography, Abish Nazarbayev,father
Nursultan Nazarbayev Biography, Alzhan Nazarbayeva,mother
Nursultan Nazarbayev Biography," Aliya Nazarbayeva, Dariga Nazarbayeva, Dinara Nazarbayeva",children
Willy Brandt Biography," Anna Carlotta Thorkildsen, Brigitte Seebacher, Gertrud Meye, Rut Brandt",Spouse/Ex-
Willy Brandt Biography, John Möller,father
Willy Brandt Biography, Martha Frahm,mother
Willy Brandt Biography," Lars Brandt, Matthias Brandt, Ninja Brandt, Peter Brandt",children
Paul LePage Biography, Ann LePage,Spouse/Ex-
Paul LePage Biography, Gerard LePage,father
Paul LePage Biography, Theresa (née Gagnon),mother
Paul LePage Biography," Lauren, Lindsay, Lisa, Paul",children
Benigno Aquino III Biography, Benigno Aquino Jr.,father
Benigno Aquino III Biography, Corazon Aquino,mother
Benigno Aquino III Biography," Aurora Corazon Aquino-Abellada, Kris Aquino, Maria Elena Aquino-Cruz",siblings
Gaius Marius Biography, Julia (m. 110 BC),Spouse/Ex-
Gaius Marius Biography, Gaius Marius,father
Gaius Marius Biography, Fulcinia,mother
Gaius Marius Biography, Young Marius,children
Ellen Johnson Sirleaf Biography, James Sirleaf,Spouse/Ex-
Ellen Johnson Sirleaf Biography, Jahmale Carney Johnson,father
Ellen Johnson Sirleaf Biography," Charles Sirleaf, Fombah Sirleaf, Robert Sirleaf",children
Jomo Kenyatta Biography," Edna Clarkem. (1942–1946), Grace Wahum. (1919-), Grace Wanjikum. (1946–1950), Ngina Kenyattam. (1951–1978)",Spouse/Ex-
Jomo Kenyatta Biography," Anna Nyokabi, Christine Wambui, Jane Wambui, Margaret Kenyatta, Uhuru Kenyatta",children
Liaquat Ali Khan Biography, Jehangira Begum,Spouse/Ex-
Anwar Ibrahim Biography, Wan Azizah Wan Ismail,Spouse/Ex-
Anwar Ibrahim Biography, Ibrahim Abdul Rahman,father
Anwar Ibrahim Biography, Che Yan Hussein,mother
Anwar Ibrahim Biography," Ehsan Anwar, Nurul Izzah Anwar, Nurul Nuha Anwar",children
K. R. Narayanan Biography, Ma Tint Tint,Spouse/Ex-
K. R. Narayanan Biography," Amrita Narayanan, Chitra Narayanan",children
Olusegun Obasanjo Biography," deceased), Esther Oluremi (ex-wife), Lynda (ex-wife), Mojisola Adekunle (deceased), Stella Abebe (deceased)",Spouse/Ex-
Olusegun Obasanjo Biography, Amos Adigun Obasanjo Bankole,father
Olusegun Obasanjo Biography, Ashabi,mother
Napoleon Bonaparte Biography," Duchess of Parma, Marie Louise, Joséphine de Beauharnais",Spouse/Ex-
Napoleon Bonaparte Biography, Carlo Buonaparte,father
Napoleon Bonaparte Biography, Letizia Ramolino,mother
Napoleon Bonaparte Biography," Caroline Bonaparte, Elisa Bonaparte, Jérôme Bonaparte, Joseph Bonaparte, Louis Bonaparte, Lucien Bonaparte, Pauline Bonaparte",siblings
Napoleon Bonaparte Biography," Charles Léon, Count Alexandre Joseph Colonna-Walewski, Eugène de Beauharnais, Napoleon II",children
Stanley Baldwin Biography," Countess Baldwin of Bewdley, Lucy Baldwin",Spouse/Ex-
Stanley Baldwin Biography, Alfred Baldwin,father
Stanley Baldwin Biography," 2nd Earl Baldwin of Bewdley, 3rd Earl Baldwin of Bewdley, Arthur Baldwin, Oliver Baldwin",children
Michele Bachmann Biography, Marcus Bachmann (m. 1978),Spouse/Ex-
Michele Bachmann Biography, David John Amble,father
Michele Bachmann Biography, Jean Amble,mother
Michele Bachmann Biography," Caroline Bachmann, Elisa Bachmann, Harrison Bachmann, Lucas Bachmann, Sophia Bachmann",children
Yoweri Museveni Biography, Janet Museveni,Spouse/Ex-
Yoweri Museveni Biography, Amos Kaguta,father
Yoweri Museveni Biography," Salim Saleh, Violet Kajubiri",siblings
Yoweri Museveni Biography," Diana Museveni Kamuntu, Muhoozi Kainerugaba, Natasha Museveni Karugire, Patience Museveni Rwabwogo",children
V. P. Singh Biography, Sita Kumari,Spouse/Ex-
V. P. Singh Biography, Raja Bahadur Ram Gopal Singh,father
V. P. Singh Biography," Abhai Singh, Ajay Singh",children
Winnie Madikizela-Mandela Biography, Nelson Mandela (m. 1958; div. 1996),Spouse/Ex-
Winnie Madikizela-Mandela Biography, Columbus Madikizela,father
Winnie Madikizela-Mandela Biography, Gertrude Madikizela,mother
Winnie Madikizela-Mandela Biography," Zenani Mandela, Zindziswa Mandela",children
John Howard Biography, Janette Parker,Spouse/Ex-
John Howard Biography, Lyell Howard,father
John Howard Biography, Mona Kell,mother
John Howard Biography," Melanie Rosalind Howard, Richard Howard, Tim Howard",children
Park Geun-hye Biography, Park Chung-hee,father
Park Geun-hye Biography, Yuk Young-soo,mother
Park Geun-hye Biography," Park Geun-ryeong, Park Ji-man",siblings
Jayaprakash Narayan Biography, Prabhavati Devi,Spouse/Ex-
Jayaprakash Narayan Biography, Harsu Dayal Srivastava,father
Jayaprakash Narayan Biography, Phul Rani Devi,mother
Tony Abbott Biography, Margie Abbott,Spouse/Ex-
Tony Abbott Biography, Richard Henry Abbott,father
Tony Abbott Biography, Fay Abbott,mother
Tony Abbott Biography, Christine Forster,siblings
Tony Abbott Biography," Bridget Abbott, Frances Abbott, Louise Abbott",children
Paul Biya Biography," Chantal Biya, Jeanne-Irène Biya",Spouse/Ex-
Paul Biya Biography, Etienne Mvondo Assam,father
Paul Biya Biography, Anastasie Eyenga Elle,mother
Paul Biya Biography," Anastasia Brenda Biya Eyenga, Franck Biya, Paul Biya Jr.",children
Helmut Kohl Biography," Maike Richter (m. 2008), Hannelore Kohl (m. 1960–2001)",Spouse/Ex-
Helmut Kohl Biography, Hans Kohl,father
Helmut Kohl Biography, Cäcilie Kohl,mother
Helmut Kohl Biography," Peter Kohl, Walter Kohl",children
William Ewart Gladstone Biography, Catherine Gladstone,Spouse/Ex-
William Ewart Gladstone Biography, Sir John Gladstone,father
William Ewart Gladstone Biography, Leith,mother
William Ewart Gladstone Biography, John,siblings
William Ewart Gladstone Biography," Agnes Gladstone, Catherine Jessy Gladstone, Helen Gladstone, Henry Neville Gladstone, Herbert John Gladstone, Mary Gladstone, Rev. Stephen Edward Gladstone, William Henry Gladstone",children
Nathan Deal Biography, Sandra Dunagan,Spouse/Ex-
Nathan Deal Biography, Noah J. Deal,father
Nathan Deal Biography, Mary Mallard,mother
Nathan Deal Biography," Carrie, Jason, Katie, Mary Emily",children
Tsai Ing-wen Biography, Tsai Chieh-sheng,father
Tsai Ing-wen Biography, Chang Chin-feng,mother
Jacques Chirac Biography, Bernadette Chirac (m. 1956),Spouse/Ex-
Jacques Chirac Biography, Abel François Chirac,father
Jacques Chirac Biography, Marie-Louise Valette,mother
Jacques Chirac Biography," Claude Chirac, Laurence Chirac",children
Julia Gillard Biography, Tim Mathieson,Spouse/Ex-
Julia Gillard Biography, John Gillard,father
Julia Gillard Biography, Moira Gillard,mother
Julia Gillard Biography, Alison Gillard,siblings
Jean Chrétien Biography, Aline Chrétien,Spouse/Ex-
Jean Chrétien Biography, Wellie Chrétien,father
Jean Chrétien Biography, Marie Boisvert,mother
Jean Chrétien Biography, Michel Chrétien,siblings
Jean Chrétien Biography," France Chrétien Desmarais, Hubert Chrétien, Michel Chrétien",children
Henry A. Wallace Biography, Ilo Wallace,Spouse/Ex-
Henry A. Wallace Biography, Henry Cantwell Wallace,father
François Mitterrand Biography, Danielle Mitterrand,Spouse/Ex-
François Mitterrand Biography, Joseph Gilbert Félix Miterrand,father
François Mitterrand Biography, Marie Gabrielle Yvonne Lorrain,mother
François Mitterrand Biography," Jacques Mitterrand, Philippe Mitterrand, Robert Mitterrand",siblings
François Mitterrand Biography," Gilbert Mitterrand, Jean-Christophe Mitterrand, Mazarine Pingeot, Pascal Mitterrand",children
Pranab Mukherjee Biography, Suvra Mukherjee,Spouse/Ex-
Pranab Mukherjee Biography, Kamada Kinkar Mukherjee,father
Pranab Mukherjee Biography, Rajlakshmi Mukherjee,mother
Pranab Mukherjee Biography," Abhijit Mukherjee, Indrajit Mukherjee, Sharmistha Mukherjee",children
Adlai Stevenson II Biography, Ellen Borden,Spouse/Ex-
Adlai Stevenson II Biography, Lewis G. Stevenson,father
Adlai Stevenson II Biography, Helen Davis Stevenson,mother
Adlai Stevenson II Biography, Joe Alsop,siblings
Adlai Stevenson II Biography, Adlai Stevenson III,children
Ariel Sharon Biography," Lily Sharon (m. 1963–2000), Margalit Sharon (m. 1953–1962)",Spouse/Ex-
Ariel Sharon Biography, Shmuel Sheinerman,father
Ariel Sharon Biography, Dvora Scheinerman,mother
Ariel Sharon Biography, Yehudit Sheinerman,siblings
Ariel Sharon Biography," Gilad Sharon, Omri Sharon",children
Jiang Zemin Biography, Wang Yeping (m. 1949),Spouse/Ex-
Jiang Zemin Biography, Jiang Shijun,father
Jiang Zemin Biography, Wang Zhelan,mother
Jiang Zemin Biography, Jiang Zehui,siblings
Jiang Zemin Biography," Jiang Mianheng, Jiang Miankang",children
Yitzhak Rabin Biography, Lea Schlossberg,Spouse/Ex-
Yitzhak Rabin Biography, Nehemiah Rubitzov,father
Yitzhak Rabin Biography, Rosa Cohen,mother
Yitzhak Rabin Biography," Dalia Rabin, Yuval Rabin",children
William Pitt the Younger Biography," William Pitt, 1st Earl of Chatham",father
William Pitt the Younger Biography," Hester Pitt, Countess of Chatham",mother
William Pitt the Younger Biography," 2nd Earl of Chatham, John Pitt",siblings
Rob Ford Biography, Renata Ford,Spouse/Ex-
Rob Ford Biography, Doug Ford,father
Rob Ford Biography," Doug Ford Jr., Kathy Ford, Randy Ford",siblings
Rob Ford Biography," Doug Ford, Stephanie Ford",children
Kwame Nkrumah Biography, Fathia Nkrumah,Spouse/Ex-
Kwame Nkrumah Biography, Kofi Ngonloma,father
Kwame Nkrumah Biography, Elizabeth Nyanibah,mother
Kwame Nkrumah Biography," Gamal Nkrumah, Samia Nkrumah",children
Matt Bevin Biography, Glenna Bevin (m. 1996),Spouse/Ex-
Matt Bevin Biography, Louise Bevin,father
Matt Bevin Biography, Avery Bevin,mother
Matt Bevin Biography," Brittiney Bevin (Daughter), Danial Bevin (Son), Grace Bevin (Daughter), Isaac Bevin (Son), Jonah Bevin (Son), Lydia Bevin (Daughter), Mackenzie Bevin (Daughter), Madison Bevin (Daughter), Olivia Bevin (Daughter), Sophia Bevin (Daughter)",children
Konrad Adenauer Biography," Auguste Zinsser, Emma Weyer",Spouse/Ex-
Konrad Adenauer Biography, Johann Konrad Adenauer,father
Konrad Adenauer Biography, Helene Adenauer,mother
Dadabhai Naoroji Biography, Gulbaai,Spouse/Ex-
Dadabhai Naoroji Biography, Naoroji Palanji Dordi,father
Dadabhai Naoroji Biography, Maneckbai,mother
Patrick Henry Biography," Dorothea Dandridge (m. 1777–1799), Sarah Shelton (m. 1754–1775)",Spouse/Ex-
Patrick Henry Biography, John Henry,father
Patrick Henry Biography, Sarah Winston Syme,mother
Patrick Henry Biography," Elizabeth Henry Campbell Russell, William Henry",siblings
Patrick Henry Biography," Alexander Spotswood Henry, Anne Henry, Dorothea Spotswood Henry, Edward Henry, Edward Winston Henry, Elizabeth Henry, Fayette Henry, Jane Robertson Henry, John Henry, Martha Catherine Henry, Martha Henry, Nathaniel Henry, Patrick Henry Jr., Richard Henry, Sarah Butler Henry, William Henry",children
Pervez Musharraf Biography, Sehba Musharraf (m. 1968),Spouse/Ex-
Pervez Musharraf Biography, Syed,father
Pervez Musharraf Biography, Zarin Musharraf,mother
Pervez Musharraf Biography," Ayla Musharraf, Bilal Musharraf",children
Mahmoud Ahmadinejad Biography, Azam Farahi (m. 1981),Spouse/Ex-
Mahmoud Ahmadinejad Biography, Ahmad,father
Mahmoud Ahmadinejad Biography, Khanom,mother
Mahmoud Ahmadinejad Biography," Alireza Ahmadinejad, Fatemeh Ahmadinejad, Mehdi Ahmadinejad",children
Corazon Aquino Biography, Benigno Aquino Jr.,Spouse/Ex-
Corazon Aquino Biography, Jose Cojuangco,father
Corazon Aquino Biography, Demetria Sumulong,mother
Corazon Aquino Biography, Maria Paz Cojuangco,siblings
Corazon Aquino Biography," Benigno, Kris Aquino",children
Robert Peel Biography, William Yates Peel,siblings
Robert Peel Biography, Eliza Peel,children
William Wilberforce Biography, Barbara Spooner Wilberforce,Spouse/Ex-
William Wilberforce Biography," Henry William Wilberforce, Robert Wilberforce, Samuel Wilberforce",children
José Mujica Biography, Lucía Topolansky,Spouse/Ex-
José Mujica Biography, Demetrio Mujica,father
José Mujica Biography, Lucy Cordano,mother
Ayaan Hirsi Ali Biography, Niall Ferguson,Spouse/Ex-
Ayaan Hirsi Ali Biography, Hirsi Magan Isse,father
Ayaan Hirsi Ali Biography," Haweya Magan, Mahad Magan",siblings
Ayaan Hirsi Ali Biography, Thomas Ferguson,children
Hu Jintao Biography, Liu Yongqing,Spouse/Ex-
Hu Jintao Biography, Hu Jingzhi,father
Hu Jintao Biography, Li Wenrui,mother
Hu Jintao Biography," Hu Jinlai, Hu Jinrong",siblings
Hu Jintao Biography," Hu Haifeng, Hu Haiqing",children
James Callaghan Biography, Audrey Callaghan,Spouse/Ex-
James Callaghan Biography," Baroness Jay of Paddington, Margaret Jay",children
Michael Portillo Biography, Carolyn Eadie (m. 1982),Spouse/Ex-
Michael Portillo Biography, Luis Gabriel Portillo,father
Michael Portillo Biography, Cora Waldegrave Blyth de Portillo,mother
Beau Biden Biography, Hallie Biden (m. 2002–2015),Spouse/Ex-
Beau Biden Biography," Ashley Biden, Hunter Biden, Naomi Biden",siblings
Beau Biden Biography," Hunter Biden, Natalie Biden",children
L. K. Advani Biography, Kamla Advani,Spouse/Ex-
L. K. Advani Biography, Kishanchand D. Advani,father
L. K. Advani Biography, Gyani Devi,mother
L. K. Advani Biography, Sheela Advani,siblings
L. K. Advani Biography," Jayant, Pratibha",children
Lee Hsien Loong Biography," Ho Ching, Wong Ming Yang",Spouse/Ex-
Lee Hsien Loong Biography, Lee Kuan Yew,father
Lee Hsien Loong Biography, Kwa Geok Choo,mother
Lee Hsien Loong Biography," Lee Hsien Yang, Lee Wei Ling",siblings
Lee Hsien Loong Biography," Haoyi Loong, Li Hongyi, Xiuqi Loong, Yipeng Loong",children
C. Rajagopalachari Biography, Alamelu Mangamma,Spouse/Ex-
C. Rajagopalachari Biography, Chakravarti Venkataryan,father
Jacob Zuma Biography," Gertrude Sizakele Khumalo, Gloria Bongekile Ngema, Kate Mantsho, Nkosazana Dlamini-Zuma, Nompumelelo Ntuli, Thobeka Stacy Mabhija",Spouse/Ex-
Jacob Zuma Biography, Geinamazwi Zuma,father
Jacob Zuma Biography, Nobhekisisa Bessie,mother
Jacob Zuma Biography," Joseph Zuma, Michael Zuma",siblings
Jacob Zuma Biography," Duduzani Zuma, Gugulethu Zuma, Manqoba Kholwani Zuma, Nhlakanipho Vusi Zuma, Nokuthula Nomaqhawe Zuma, Phumzile Zuma, Sinqobile Zuma, Thandekile Matina Zuma, Thandisiwe Zuma, Thuthukile Xolile Nomonde Zuma",children
François Hollande Biography," Ségolène Royal, Valérie Trierweiler",Spouse/Ex-
François Hollande Biography, Georges Gustave Hollande,father
François Hollande Biography, Nicole Frédérique Marguerite Tribert,mother
François Hollande Biography," Clémence Hollande, Flora Hollande, Julien Hollande, Thomas Hollande",children
William Jennings Bryan Biography, Mary Baird,Spouse/Ex-
William Jennings Bryan Biography, Silas Lillard Bryan,father
William Jennings Bryan Biography, Mary Elizabeth Jennings,mother
William Jennings Bryan Biography," Charles W. Bryan, Mary Bryan Allen",siblings
William Jennings Bryan Biography," Grace, Jr., Ruth Bryan Owen, William Jennings Bryan",children
Daniel Webster Biography," Caroline LeRoy Webster (m. 1829), Grace Fletcher (m. 1808–1828)",Spouse/Ex-
Daniel Webster Biography, Ebenezer Webster,father
Daniel Webster Biography, Abigail Webster,mother
Daniel Webster Biography, Ezekiel,siblings
Daniel Webster Biography, Fletcher Webster,children
Golda Meir Biography, Morris Meyerson (d. 1951),Spouse/Ex-
Golda Meir Biography, Blume Neiditch,father
Golda Meir Biography, Moshe Mabovitch,mother
Golda Meir Biography," Sheyna, Tzipke",siblings
Golda Meir Biography," Menachem, Sarah",children
John Hancock Biography, Dorothy Quincy (m. 1775–1793),Spouse/Ex-
John Hancock Biography, John Hancock Jr.,father
John Hancock Biography, Mary Hawke Thaxter,mother
John Hancock Biography," John George Washington Hancock, Lydia Henchman Hancock",children
Eliot Spitzer Biography, Silda Wall Spitzer (m. 1987–2014),Spouse/Ex-
Eliot Spitzer Biography, Bernard Spitzer,father
Eliot Spitzer Biography, Anne Spitzer,mother
Eliot Spitzer Biography," Elyssa Spitzer, Jenna Spitzer, Sarabeth Spitzer",children
Alberto Fujimori Biography, Susana Higuchi,Spouse/Ex-
Alberto Fujimori Biography, Naochi Minami Fujimori,father
Alberto Fujimori Biography, Matsue Inomoto,mother
Alberto Fujimori Biography, Rosa,siblings
Alberto Fujimori Biography," Hiro Alberto, Keiko Sofía Fujimori Higuchi, Kenji Gerardo, Sashi Marcela",children
Patrice Lumumba Biography, Pauline Lumumba,Spouse/Ex-
Patrice Lumumba Biography, Guy-Patrice Lumumba,children
Sadiq Khan Biography, Saadiya Khan (m. 1994),Spouse/Ex-
Sadiq Khan Biography, Amanullah Khan,father
Sadiq Khan Biography, Sehrun Khan,mother
Sadiq Khan Biography," Ammarah Khan, Anisah Khan",children
Malcolm Turnbull Biography, Lucy Turnbull,Spouse/Ex-
Malcolm Turnbull Biography, Bruce Bligh Turnbull,father
Malcolm Turnbull Biography, Coral Lansbury,mother
Malcolm Turnbull Biography," Alex Turnbull, Daisy Turnbull",children
Lala Lajpat Rai Biography, Munshi Radha Krishna Azad,father
Lala Lajpat Rai Biography, Gulab Devi,mother
Larry Hogan Biography, Yumi Hogan (m. 2004),Spouse/Ex-
Larry Hogan Biography, Lawrence Hogan Sr.,father
Maithripala Sirisena Biography, Jayanthi Pushpa Kumar,Spouse/Ex-
Maithripala Sirisena Biography, Albert Sirisena,father
Maithripala Sirisena Biography, Chathurika Daham Dharani,children
Fulgencio Batista Biography," Elisa Godinez Gomez de Batista, Marta Fernandez Miranda de Batista",Spouse/Ex-
Fulgencio Batista Biography, Belisario Batista Palermo,father
Fulgencio Batista Biography, Carmela Zaldívar González,mother
Fulgencio Batista Biography," Carlos Manuel Batista Fernández, Elisa Aleida Batista y Godinez, Fermina Lázara Batista Estévez, Fulgencio José Batista Fernández, Fulgencio Rubén Batista Godínez, Jorge Luis Batista Fernández, Marta María Batista Fernández, Mirta Caridad Batista y Godinez",children
Marine Le Pen Biography, Louis Aliot (2009–),Spouse/Ex-
Marine Le Pen Biography, Jean-Marie Le Pen,father
Marine Le Pen Biography, Pierrette Lalanne,mother
Marine Le Pen Biography," Marie-Caroline Le Pen, Yann Le Pen",siblings
Marine Le Pen Biography," Joan Chauffroy, Louis Chauffroy, Mathilde Chauffroy",children
Marcus Licinius Crassus Biography, Tertulla,Spouse/Ex-
Marcus Licinius Crassus Biography, Publius Licinius Crassus Dives,father
Marcus Licinius Crassus Biography, Venuleia,mother
Marcus Licinius Crassus Biography, Publius Licinius Crassus,siblings
Marcus Licinius Crassus Biography," Marcus Licinius Crassus, Publius Licinius Crassus",children
Sheikh Mujibur Rahman Biography, Sheikh Fazilatunnesa Mujib,Spouse/Ex-
Sheikh Mujibur Rahman Biography," Sheikh Hasina, Sheikh Jamal, Sheikh Kamal, Sheikh Rehana, Sheikh Russel",children
Priyanka Gandhi Biography, Robert Vadra (m. 1997),Spouse/Ex-
Priyanka Gandhi Biography, Rajiv Gandhi,father
Priyanka Gandhi Biography, Sonia Gandhi,mother
Priyanka Gandhi Biography, Rahul Gandhi,siblings
Priyanka Gandhi Biography," Miraya Vadra, Raihan Vadra",children
Shirley Chisholm Biography," Arthur Hardwick (m. 1978), Conrad Q. Chisholm (m.1949), div.1977)",Spouse/Ex-
Shirley Chisholm Biography, Charles Christopher St. Hill,father
Shirley Chisholm Biography, Ruby Seale,mother
Vidkun Quisling Biography," Alexandra Voronin, Maria Quisling",Spouse/Ex-
Vidkun Quisling Biography, Jon Lauritz Qvisling,father
Vidkun Quisling Biography, Anna Caroline Qvisling,mother
Vidkun Quisling Biography, Jørgen Quisling,siblings
Nawaz Sharif Biography, Kalsoom Nawaz Sharif,Spouse/Ex-
Nawaz Sharif Biography," Mian Muhammad Sharif,",father
Nawaz Sharif Biography, Shamim Akhtar,mother
Nawaz Sharif Biography, Shehbaz Sharif,siblings
Nawaz Sharif Biography," Asma Nawaz Sharif, Hassan Nawaz Sharif, Hussain Nawaz Sharif, Maryam Nawaz",children
Yuri Andropov Biography," Tatyana Andropova (m. ?–1984), Nina Ivanovna",Spouse/Ex-
Yuri Andropov Biography, Vladimir Andropov,father
Yuri Andropov Biography, Yevgenia Fleckenstein,mother
Yuri Andropov Biography," Evgenia Y. Andropova, Igor Y. Andropov, Trina Andropova, Vladimir Y. Andropov",children
Earl Warren Biography, Nina Palmquist Meyers,Spouse/Ex-
Earl Warren Biography, Methias H. Warren,father
Earl Warren Biography, Christine Hernlund,mother
Earl Warren Biography, Ethel Warren Plank,siblings
Earl Warren Biography," Dorothy, Earl Jr., James, Nina Elizabeth, Robert, Virginia",children
Moon Jae-in Biography, Kim Jeong-suk,Spouse/Ex-
Moon Jae-in Biography, Moon Yong-hyung,father
Moon Jae-in Biography, Kang Han-ok,mother
Moon Jae-in Biography," Moon Da-hye, Moon Joon-yong",children
Hubert Humphrey Biography, Muriel Humphrey Brown,Spouse/Ex-
Hubert Humphrey Biography, Hubert Humphrey Sr.,father
Hubert Humphrey Biography, Ragnild Kristine Sannes,mother
Hubert Humphrey Biography," Douglas Humphrey, Nancy Faye Humphrey, Robert Humphrey, Skip Humphrey",children
Fred Thompson Biography," Jeri Kehn Thompson (m. 2002–2015), Sarah Elizabeth Lindsey (m. 1959–1985)",Spouse/Ex-
Fred Thompson Biography," Daniel Thompson (Son), Elizabeth Thompson Panici (Daughter), Freddie Dalton, Hayden Victoria Thompson (Daughter), Samuel Thompson (Son)",children
Joko Widodo Biography, Iriana Joko Widodo,Spouse/Ex-
Joko Widodo Biography," Gibran Rakabuming Raka, Kaesang Pangarep, Kahiyang Ayu",children
Bobby Jindal Biography, Supriya Jolly Jindal,Spouse/Ex-
Bobby Jindal Biography, Amar Jindal,father
Bobby Jindal Biography, Raj Jindal,mother
Bobby Jindal Biography," Selia Elizabeth Jindal, Shaan Robert Jindal, Slade Ryan Jindal",children
Robert Byrd Biography, Erma Ora James,Spouse/Ex-
Robert Byrd Biography, Titus Byrd,father
Robert Byrd Biography, Vlurma Byrd,mother
Robert Byrd Biography," Marjorie Byrd, Mona Byrd",children
David Ben-Gurion Biography, Paula Ben-Gurion,Spouse/Ex-
Nicolas Sarkozy Biography," Carla Bruni (m. 2008), Cécilia Sarkozy (m. 1996–2007), Marie-Dominique Culioli (m. 1982–1996)",Spouse/Ex-
Nicolas Sarkozy Biography, Pál István Erno,father
